epoch,accuracy,iou_metric,loss,val_accuracy,val_iou_metric,val_loss
0,0.6962774395942688,0.8723388910293579,0.7338932156562805,0.14833290874958038,0.39620542526245117,1.3194633722305298
1,0.8247052431106567,1.294677972793579,0.44583794474601746,0.13150809705257416,0.5399219393730164,1.8102916479110718
2,0.8749550580978394,1.7332804203033447,0.33144551515579224,0.18875621259212494,0.41937127709388733,1.3524746894836426
3,0.9072309136390686,2.1977391242980957,0.26297733187675476,0.3224184215068817,0.5098259449005127,1.3600640296936035
4,0.9282221794128418,2.5594935417175293,0.2074931263923645,0.7234709858894348,0.7408454418182373,0.6076329350471497
5,0.9399403929710388,2.7332701683044434,0.17751647531986237,0.7665565609931946,0.9292067885398865,0.5385919213294983
6,0.9438378214836121,2.808824062347412,0.16513939201831818,0.8148189187049866,1.242120623588562,0.44635429978370667
7,0.9518938660621643,2.9124507904052734,0.14568623900413513,0.8316858410835266,1.596826195716858,0.3671342432498932
8,0.9583572149276733,3.1591577529907227,0.12559829652309418,0.8742907643318176,2.308326244354248,0.33127665519714355
9,0.9627969861030579,3.2581238746643066,0.11109080165624619,0.9213959574699402,2.5774030685424805,0.20753777027130127
10,0.9645456075668335,3.2959952354431152,0.10582674294710159,0.9328734278678894,2.9049510955810547,0.1937650591135025
11,0.9670095443725586,3.3539986610412598,0.09861507266759872,0.9335625171661377,3.2619364261627197,0.19589436054229736
12,0.9712796211242676,3.481278896331787,0.08530471473932266,0.9450673460960388,3.154188871383667,0.1594533622264862
13,0.9773940443992615,3.6105551719665527,0.07034951448440552,0.9572234153747559,3.237948179244995,0.1310087889432907
14,0.9799332618713379,3.674394130706787,0.06300505995750427,0.9481673836708069,3.257636308670044,0.15006431937217712
15,0.9792336821556091,3.6922144889831543,0.06242319196462631,0.9540169835090637,2.9582252502441406,0.14467082917690277
16,0.9796610474586487,3.6666951179504395,0.06334952265024185,0.9557323455810547,3.0485856533050537,0.14985616505146027
17,0.981812059879303,3.773312568664551,0.0547712966799736,0.9474332928657532,3.354405164718628,0.15750932693481445
18,0.9866747856140137,3.9064600467681885,0.04191358759999275,0.9576236605644226,3.3243331909179688,0.11485549807548523
19,0.9888641238212585,3.9644644260406494,0.036268092691898346,0.9603318572044373,3.3224499225616455,0.10973117500543594
20,0.9897533059120178,3.9902663230895996,0.03399617597460747,0.9609198570251465,3.3468844890594482,0.10819964855909348
21,0.9902251958847046,4.005431652069092,0.03269442170858383,0.9616398811340332,3.3757312297821045,0.10689712315797806
22,0.9905713200569153,4.016297817230225,0.031653132289648056,0.9622125625610352,3.402346611022949,0.10628277063369751
23,0.9908558130264282,4.025169372558594,0.03075069561600685,0.9626679420471191,3.4230966567993164,0.1060580238699913
24,0.991113007068634,4.033202648162842,0.029933560639619827,0.963038444519043,3.437906265258789,0.10602109879255295
25,0.9913528561592102,4.040945053100586,0.029172172769904137,0.9633769989013672,3.4479455947875977,0.10611682385206223
26,0.991574227809906,4.0481696128845215,0.02845378965139389,0.9637255668640137,3.455960512161255,0.10618997365236282
27,0.9917793869972229,4.054976463317871,0.027773365378379822,0.9641128182411194,3.46366810798645,0.10616794973611832
28,0.9920828938484192,4.0489678382873535,0.026781029999256134,0.9635570645332336,3.460691213607788,0.1084543988108635
29,0.9922901391983032,4.066070079803467,0.02633100189268589,0.9633963108062744,3.462657928466797,0.10953686386346817
30,0.9923421740531921,4.070572376251221,0.026199454441666603,0.9634376168251038,3.4645397663116455,0.10982004553079605
31,0.9923738241195679,4.072214126586914,0.026107056066393852,0.9635145664215088,3.4660253524780273,0.10989279299974442
32,0.9924272298812866,4.074093341827393,0.02596752904355526,0.96352219581604,3.465589761734009,0.11001086980104446
33,0.9924299716949463,4.074173450469971,0.025959094986319542,0.9635348320007324,3.465651273727417,0.11007686704397202
34,0.9924319982528687,4.074252128601074,0.025950422510504723,0.9635422825813293,3.465635299682617,0.11011141538619995
35,0.9924354553222656,4.074347972869873,0.02594151347875595,0.9635530114173889,3.465813398361206,0.11012247949838638
36,0.992438018321991,4.0744547843933105,0.02593260444700718,0.9635600447654724,3.4658422470092773,0.11013089865446091
37,0.9924407005310059,4.074545383453369,0.0259233471006155,0.963570773601532,3.4660651683807373,0.11012551933526993
38,0.9924439191818237,4.0746331214904785,0.025913862511515617,0.9635803699493408,3.4661033153533936,0.1101207509636879
39,0.9924464225769043,4.074722766876221,0.02590441145002842,0.9635909199714661,3.466184616088867,0.11011242866516113
40,0.9924487471580505,4.074822425842285,0.02589487098157406,0.9636030197143555,3.4663703441619873,0.11011061817407608
41,0.9924517273902893,4.074940204620361,0.025884782895445824,0.963610827922821,3.466404676437378,0.11010242253541946
42,0.9924546480178833,4.0750226974487305,0.025874869897961617,0.9636171460151672,3.4665443897247314,0.11009512096643448
43,0.9924576282501221,4.075148582458496,0.025864504277706146,0.9636271595954895,3.466707468032837,0.11008846014738083
44,0.9924607872962952,4.0752644538879395,0.025854308158159256,0.9636388421058655,3.466813087463379,0.11008157581090927
